"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.p1","Input.p2","Input.days","Input.inst1_1","Input.inst1_2","Input.inst2_1","Input.inst2_2","Input.inst3_1","Input.inst3_2","Input.inst4_1","Input.inst4_2","Input.inst5_1","Input.inst5_2","Answer.ans1","Answer.ans2","Answer.ans3","Answer.ans4","Answer.ans5","Answer.comment","Approve","Reject"
"3C8QQOM6JP9IPWZG19R4O5Q6EN1LIP","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","39K0FND3AINQBGWXFZ58V4DTF08MAP","A1PAY3X73PQ16S","Approved","Fri Mar 24 05:06:28 PDT 2017","Fri Mar 24 05:37:34 PDT 2017","Fri Mar 24 06:37:34 PDT 2017","2017-03-24 13:37:54 UTC","","","1866","100% (1729/1729)","100% (34/34)","100% (34/34)","{a0} create {a1}","{a0} welcome {a1}","20-22","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>autism juliamuppet sesame street</font> welcomes <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>a new muppet</font>","<font color='#d95f02'>sesame street</font> welcomes <font color='#7570b3'>muppet</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>a new muppet</font>","<font color='#d95f02'>sesame street</font> welcomes <font color='#7570b3'>muppet</font>","<font color='#d95f02'>cool sesame street</font> welcomes <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesamestreet</font> welcoming <font color='#7570b3'>julia</font>","yes","yes","yes","yes","yes","{}"
"3C8QQOM6JP9IPWZG19R4O5Q6EN1LIP","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","3PM8NZGV8ZOTS82II243WL8WQMYXQB","A2653BIPJKEMRK","Approved","Fri Mar 24 03:14:48 PDT 2017","Fri Mar 24 03:15:01 PDT 2017","Fri Mar 24 04:15:01 PDT 2017","2017-03-24 11:15:57 UTC","","","13","100% (1677/1677)","100% (116/116)","100% (116/116)","{a0} create {a1}","{a0} welcome {a1}","20-22","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>autism juliamuppet sesame street</font> welcomes <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>a new muppet</font>","<font color='#d95f02'>sesame street</font> welcomes <font color='#7570b3'>muppet</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>a new muppet</font>","<font color='#d95f02'>sesame street</font> welcomes <font color='#7570b3'>muppet</font>","<font color='#d95f02'>cool sesame street</font> welcomes <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesamestreet</font> welcoming <font color='#7570b3'>julia</font>","no","no","no","no","no","{}"
"3C8QQOM6JP9IPWZG19R4O5Q6EN1LIP","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","3X73LLYYQ2MB3LPBX6U0P5PXXL0NHT","A365SN61J4UNGR","Approved","Fri Mar 24 04:14:19 PDT 2017","Fri Mar 24 04:16:03 PDT 2017","Fri Mar 24 05:16:03 PDT 2017","2017-03-24 12:16:56 UTC","","","104","100% (350/350)","100% (116/116)","100% (116/116)","{a0} create {a1}","{a0} welcome {a1}","20-22","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>autism juliamuppet sesame street</font> welcomes <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>a new muppet</font>","<font color='#d95f02'>sesame street</font> welcomes <font color='#7570b3'>muppet</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>a new muppet</font>","<font color='#d95f02'>sesame street</font> welcomes <font color='#7570b3'>muppet</font>","<font color='#d95f02'>cool sesame street</font> welcomes <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesame street</font> created <font color='#7570b3'>julia</font>","<font color='#d95f02'>sesamestreet</font> welcoming <font color='#7570b3'>julia</font>","yes","yes","yes","yes","yes","{}"
"371Q3BEXDHHROZJGLMCR0M7R2UBSZ7","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","3PEIJLRY6U1YC5Y4UB39OAQIENKXWK","A365SN61J4UNGR","Approved","Fri Mar 24 04:00:06 PDT 2017","Fri Mar 24 04:07:04 PDT 2017","Fri Mar 24 05:07:04 PDT 2017","2017-03-24 12:07:56 UTC","","","418","100% (350/350)","100% (116/116)","100% (116/116)","{a0} roll back {a1}","{a0} roll {a1}","19","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>de assholeo trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>the feds</font> rolled back <font color='#7570b3'>a rule</font>","<font color='#d95f02'>the feds</font> rolled <font color='#7570b3'>rule</font>","<font color='#d95f02'>trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>drumpf administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>back protections</font>","yes","yes","yes","yes","yes","{}"
"371Q3BEXDHHROZJGLMCR0M7R2UBSZ7","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","3QRYMNZ7FZP18UG6X0BP3OSL8FNNTV","A2653BIPJKEMRK","Approved","Fri Mar 24 02:58:43 PDT 2017","Fri Mar 24 02:58:55 PDT 2017","Fri Mar 24 03:58:55 PDT 2017","2017-03-24 10:58:57 UTC","","","12","100% (1677/1677)","100% (116/116)","100% (116/116)","{a0} roll back {a1}","{a0} roll {a1}","19","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>de assholeo trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>the feds</font> rolled back <font color='#7570b3'>a rule</font>","<font color='#d95f02'>the feds</font> rolled <font color='#7570b3'>rule</font>","<font color='#d95f02'>trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>drumpf administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>back protections</font>","yes","yes","yes","yes","yes","{}"
"371Q3BEXDHHROZJGLMCR0M7R2UBSZ7","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","3SITXWYCNWH6O20TZK7D1WDX4MLBX1","A2TBXASXZIRNNW","Approved","Fri Mar 24 06:51:52 PDT 2017","Fri Mar 24 06:52:26 PDT 2017","Fri Mar 24 07:52:26 PDT 2017","2017-03-24 14:53:00 UTC","","","34","100% (180/180)","100% (26/26)","100% (26/26)","{a0} roll back {a1}","{a0} roll {a1}","19","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>de assholeo trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>the feds</font> rolled back <font color='#7570b3'>a rule</font>","<font color='#d95f02'>the feds</font> rolled <font color='#7570b3'>rule</font>","<font color='#d95f02'>trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>drumpf administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls back <font color='#7570b3'>protections</font>","<font color='#d95f02'>trump administration</font> rolls <font color='#7570b3'>back protections</font>","yes","yes","yes","yes","yes","{}"
"3AQN9REUTFOLHKQTSAFJRGCPVXXDY7","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","345LHZDEDY09432LFMHKZ6GHMC3U3D","A2653BIPJKEMRK","Approved","Fri Mar 24 03:08:11 PDT 2017","Fri Mar 24 03:08:14 PDT 2017","Fri Mar 24 04:08:14 PDT 2017","2017-03-24 11:08:57 UTC","","","3","100% (1677/1677)","100% (116/116)","100% (116/116)","{a0} boot {a1}","{a0} kick {a1}","18-20","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>donald trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>onedirection</font>","<font color='#d95f02'>tump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","yes","yes","yes","yes","yes","{}"
"3AQN9REUTFOLHKQTSAFJRGCPVXXDY7","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","37TRT2X24RZ5TIV4IGSCAN5ITOVJBA","A365SN61J4UNGR","Approved","Fri Mar 24 04:18:57 PDT 2017","Fri Mar 24 04:22:30 PDT 2017","Fri Mar 24 05:22:30 PDT 2017","2017-03-24 12:22:57 UTC","","","213","100% (350/350)","100% (116/116)","100% (116/116)","{a0} boot {a1}","{a0} kick {a1}","18-20","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>donald trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>onedirection</font>","<font color='#d95f02'>tump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","yes","yes","yes","yes","yes","{}"
"3AQN9REUTFOLHKQTSAFJRGCPVXXDY7","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","3SLE99ER0OLVTX0802VYYHT8CMDZBG","A1PAY3X73PQ16S","Approved","Fri Mar 24 05:37:59 PDT 2017","Fri Mar 24 05:42:24 PDT 2017","Fri Mar 24 06:42:24 PDT 2017","2017-03-24 13:42:54 UTC","","","265","100% (1729/1729)","100% (34/34)","100% (34/34)","{a0} boot {a1}","{a0} kick {a1}","18-20","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>donald trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>onedirection</font>","<font color='#d95f02'>tump</font> kicked <font color='#7570b3'>one direction</font>","<font color='#d95f02'>trump</font> booted <font color='#7570b3'>one direction</font>","yes","yes","yes","yes","yes","{}"
"3RBI0I35XEBNZSOWZL97E7QD4K8Y3U","3VOM7QT3F3QL0X32GO0QQ7A3TZTW71","Paraphrasing","In this task, you are presented with two texts. You should decide whether the two texts describe the same event. For example: ""Intel purchased Mobileye"" describes the same event as ""Mobileye sold to Intel"".","paraphrase,event,text understanding,semantics","$0.12","Fri Mar 24 02:52:33 PDT 2017","3","BatchId:2737851;OriginalHitTemplateId:920937336;","3600","3600","Sun Mar 26 02:52:33 PDT 2017","","","384PI804XT9X8YBK7U41I70MY34S06","A365SN61J4UNGR","Approved","Fri Mar 24 04:11:28 PDT 2017","Fri Mar 24 04:14:09 PDT 2017","Fri Mar 24 05:14:09 PDT 2017","2017-03-24 12:14:56 UTC","","","161","100% (350/350)","100% (116/116)","100% (116/116)","{a0} welcome {a1}","{a0} will meet with {a1}","18","<font color='#d95f02'>trump</font> welcomes <font color='#7570b3'>chancellor</font>","<font color='#d95f02'>trump</font> will meet with <font color='#7570b3'>german chancellor angela merkel</font>","<font color='#d95f02'>trump</font> welcomes <font color='#7570b3'>german chancellor angela merkel</font>","<font color='#d95f02'>trump</font> will meet with <font color='#7570b3'>german chancellor merkel</font>","<font color='#d95f02'>trump</font> will meet with <font color='#7570b3'>german chancellor merkel</font>","<font color='#d95f02'>trump</font> welcomes <font color='#7570b3'>german chancellor angela merkel</font>","<font color='#d95f02'>trump</font> welcomes <font color='#7570b3'>german chancellor</font>","<font color='#d95f02'>trump</font> will meet with <font color='#7570b3'>german chancellor angela merkel</font>","<font color='#d95f02'>trump</font> welcomes <font color='#7570b3'>german chancellor</font>","<font color='#d95f02'>trump</font> will meet with <font color='#7570b3'>german chancellor merkel</font>","yes","yes","yes","yes","yes","{}"
